x-axis,1,3
second,Volt,Volt
-54.300E-09,-64.843654633E-03,-58.593750000E-03
-54.200E-09,-53.124904633E-03,-58.593750000E-03
-54.100E-09,-41.406154633E-03,-58.593750000E-03
-54.000E-09,-33.593654633E-03,-58.593750000E-03
-53.900E-09,-25.781154633E-03,-58.593750000E-03
-53.800E-09,-25.781154633E-03,-58.593750000E-03
-53.700E-09,-25.781154633E-03,-58.593750000E-03
-53.600E-09,-29.687404633E-03,-58.593750000E-03
-53.500E-09,-29.687404633E-03,-58.593750000E-03
-53.400E-09,-29.687404633E-03,-58.593750000E-03
-53.300E-09,-33.593654633E-03,-58.593750000E-03
-53.200E-09,-33.593654633E-03,-58.593750000E-03
-53.100E-09,-33.593654633E-03,-58.593750000E-03
-53.000E-09,-33.593654633E-03,-58.593750000E-03
-52.900E-09,-33.593654633E-03,-58.593750000E-03
-52.800E-09,-33.593654633E-03,-62.500000000E-03
-52.700E-09,-33.593654633E-03,-62.500000000E-03
-52.600E-09,-37.499904633E-03,-66.406250000E-03
-52.500E-09,-37.499904633E-03,-66.406250000E-03
-52.400E-09,-37.499904633E-03,-58.593750000E-03
-52.300E-09,-37.499904633E-03,-50.781250000E-03
-52.200E-09,-33.593654633E-03,-42.968750000E-03
-52.100E-09,-29.687404633E-03,-31.250000000E-03
-52.000E-09,-25.781154633E-03,-19.531250000E-03
-51.900E-09,-14.062404633E-03,-11.718750000E-03
-51.800E-09,+1.562595367E-03,-11.718750000E-03
-51.700E-09,+17.187595367E-03,-11.718750000E-03
-51.600E-09,+36.718845367E-03,-15.625000000E-03
-51.500E-09,+52.343845367E-03,-23.437500000E-03
-51.400E-09,+67.968845367E-03,-35.156250000E-03
-51.300E-09,+79.687595367E-03,-39.062500000E-03
-51.200E-09,+87.500095367E-03,-42.968750000E-03
-51.100E-09,+91.406345367E-03,-39.062500000E-03
-51.000E-09,+87.500095367E-03,-35.156250000E-03
-50.900E-09,+79.687595367E-03,-23.437500000E-03
-50.800E-09,+64.062595367E-03,-11.718750000E-03
-50.700E-09,+48.437595367E-03,-3.906250000E-03
-50.600E-09,+28.906345367E-03,+3.906250000E-03
-50.500E-09,+9.375095367E-03,+3.906250000E-03
-50.400E-09,-6.249904633E-03,+7.812500000E-03
-50.300E-09,-17.968654633E-03,+7.812500000E-03
-50.200E-09,-25.781154633E-03,+11.718750000E-03
-50.100E-09,-21.874904633E-03,+19.531250000E-03
-50.000E-09,-21.874904633E-03,+27.343750000E-03
-49.900E-09,-10.156154633E-03,+42.968750000E-03
-49.800E-09,+1.562595367E-03,+58.593750000E-03
-49.700E-09,+9.375095367E-03,+78.125000000E-03
-49.600E-09,+21.093845367E-03,+97.656250000E-03
-49.500E-09,+25.000095367E-03,+109.375000000E-03
-49.400E-09,+28.906345367E-03,+121.093750000E-03
-49.300E-09,+32.812595367E-03,+121.093750000E-03
-49.200E-09,+40.625095367E-03,+117.187500000E-03
-49.100E-09,+48.437595367E-03,+113.281250000E-03
