x-axis,1,3
-104.3000E-09,+4.8531250953674E+00,+4.8828125000000E+00
-104.1000E-09,+4.8453125953674E+00,+4.9296875000000E+00
-103.9000E-09,+4.8394532203674E+00,+4.9628906250000E+00
-103.7000E-09,+4.8394532203674E+00,+4.9746093750000E+00
-103.5000E-09,+4.8531250953674E+00,+4.9746093750000E+00
-103.3000E-09,+4.8804688453674E+00,+4.9746093750000E+00
-103.1000E-09,+4.9117188453674E+00,+4.9921875000000E+00
-102.9000E-09,+4.9390625953674E+00,+5.0234375000000E+00
-102.7000E-09,+4.9546875953674E+00,+5.0429687500000E+00
-102.5000E-09,+4.9507813453674E+00,+5.0429687500000E+00
-102.3000E-09,+4.9312500953674E+00,+5.0273437500000E+00
-102.1000E-09,+4.9117188453674E+00,+5.0058593750000E+00
-101.9000E-09,+4.9000000953674E+00,+4.9960937500000E+00
-101.7000E-09,+4.9019532203674E+00,+4.9960937500000E+00
-101.5000E-09,+4.9214844703674E+00,+4.9980468750000E+00
-101.3000E-09,+4.9449219703674E+00,+5.0058593750000E+00
-101.1000E-09,+4.9585938453674E+00,+5.0214843750000E+00
-100.9000E-09,+4.9664063453674E+00,+5.0468750000000E+00
-100.7000E-09,+4.9742188453674E+00,+5.0800781250000E+00
-100.5000E-09,+4.9878907203674E+00,+5.1074218750000E+00
-100.3000E-09,+5.0074219703674E+00,+5.1171875000000E+00
-100.1000E-09,+5.0250000953674E+00,+5.1093750000000E+00
-99.9000E-09,+5.0347657203674E+00,+5.0898437500000E+00
-99.7000E-09,+5.0308594703674E+00,+5.0722656250000E+00
-99.5000E-09,+5.0132813453674E+00,+5.0644531250000E+00
-99.3000E-09,+4.9957032203674E+00,+5.0644531250000E+00
-99.1000E-09,+4.9859375953674E+00,+5.0683593750000E+00
-98.9000E-09,+4.9742188453674E+00,+5.0664062500000E+00
-98.7000E-09,+4.9527344703674E+00,+5.0546875000000E+00
-98.5000E-09,+4.9195313453674E+00,+5.0371093750000E+00
-98.3000E-09,+4.8882813453674E+00,+5.0214843750000E+00
-98.1000E-09,+4.8804688453674E+00,+5.0117187500000E+00
-97.9000E-09,+4.8980469703674E+00,+5.0000000000000E+00
-97.7000E-09,+4.9273438453674E+00,+4.9765625000000E+00
-97.5000E-09,+4.9449219703674E+00,+4.9414062500000E+00
-97.3000E-09,+4.9390625953674E+00,+4.9042968750000E+00
-97.1000E-09,+4.9214844703674E+00,+4.8769531250000E+00
-96.9000E-09,+4.9039063453674E+00,+4.8671875000000E+00
-96.7000E-09,+4.8960938453674E+00,+4.8691406250000E+00
-96.5000E-09,+4.9000000953674E+00,+4.8769531250000E+00
-96.3000E-09,+4.9078125953674E+00,+4.8906250000000E+00
-96.1000E-09,+4.9117188453674E+00,+4.9101562500000E+00
-95.9000E-09,+4.9078125953674E+00,+4.9257812500000E+00
-95.7000E-09,+4.8941407203674E+00,+4.9257812500000E+00
-95.5000E-09,+4.8726563453674E+00,+4.9121093750000E+00
-95.3000E-09,+4.8628907203674E+00,+4.8906250000000E+00
-95.1000E-09,+4.8765625953674E+00,+4.8730468750000E+00
-94.9000E-09,+4.9039063453675E+00,+4.8750000000000E+00
-94.7000E-09,+4.9312500953674E+00,+4.8945312500000E+00
-94.5000E-09,+4.9351563453674E+00,+4.9160156250000E+00
-94.3000E-09,+4.9019532203674E+00,+4.9296875000000E+00
-94.1000E-09,+4.8511719703674E+00,+4.9257812500000E+00
-93.9000E-09,+4.8062500953674E+00,+4.9042968750000E+00
-93.7000E-09,+4.7808594703674E+00,+4.8828125000000E+00
-93.5000E-09,+4.7847657203674E+00,+4.8730468750000E+00
-93.3000E-09,+4.8140625953675E+00,+4.8769531250000E+00
-93.1000E-09,+4.8570313453675E+00,+4.8945312500000E+00
-92.9000E-09,+4.9039063453675E+00,+4.9218750000000E+00
-92.7000E-09,+4.9449219703675E+00,+4.9531250000000E+00
-92.5000E-09,+4.9703125953674E+00,+4.9804687500000E+00
-92.3000E-09,+4.9781250953674E+00,+4.9980468750000E+00
-92.1000E-09,+4.9742188453674E+00,+5.0058593750000E+00
-91.9000E-09,+4.9664063453674E+00,+5.0078125000000E+00
-91.7000E-09,+4.9605469703674E+00,+5.0156250000000E+00
-91.5000E-09,+4.9585938453674E+00,+5.0332031250000E+00
-91.3000E-09,+4.9664063453674E+00,+5.0546875000000E+00
-91.1000E-09,+4.9820313453674E+00,+5.0820312500000E+00
-90.9000E-09,+4.9976563453674E+00,+5.1132812500000E+00
-90.7000E-09,+5.0093750953674E+00,+5.1445312500000E+00
-90.5000E-09,+5.0074219703674E+00,+5.1699218750000E+00
-90.3000E-09,+4.9957032203674E+00,+5.1835937500000E+00
-90.1000E-09,+4.9917969703674E+00,+5.1796875000000E+00
-89.9000E-09,+4.9996094703674E+00,+5.1542968750000E+00
-89.7000E-09,+5.0093750953674E+00,+5.1191406250000E+00
-89.5000E-09,+5.0093750953674E+00,+5.0898437500000E+00
-89.3000E-09,+4.9957032203674E+00,+5.0781250000000E+00
-89.1000E-09,+4.9781250953674E+00,+5.0859375000000E+00
-88.9000E-09,+4.9644532203674E+00,+5.1054687500000E+00
-88.7000E-09,+4.9605469703674E+00,+5.1269531250000E+00
-88.5000E-09,+4.9644532203674E+00,+5.1386718750000E+00
-88.3000E-09,+4.9703125953674E+00,+5.1347656250000E+00
-88.1000E-09,+4.9742188453674E+00,+5.1152343750000E+00
-87.9000E-09,+4.9722657203674E+00,+5.0859375000000E+00
-87.7000E-09,+4.9625000953674E+00,+5.0566406250000E+00
-87.5000E-09,+4.9429688453674E+00,+5.0312500000000E+00
-87.3000E-09,+4.9273438453674E+00,+5.0136718750000E+00
-87.1000E-09,+4.9253907203674E+00,+5.0058593750000E+00
-86.9000E-09,+4.9351563453674E+00,+5.0039062500000E+00
-86.7000E-09,+4.9468750953674E+00,+4.9960937500000E+00
-86.5000E-09,+4.9488282203674E+00,+4.9765625000000E+00
-86.3000E-09,+4.9351563453674E+00,+4.9492187500000E+00
-86.1000E-09,+4.9156250953674E+00,+4.9179687500000E+00
-85.9000E-09,+4.9019532203674E+00,+4.8945312500000E+00
-85.7000E-09,+4.8980469703674E+00,+4.8808593750000E+00
-85.5000E-09,+4.9019532203674E+00,+4.8750000000000E+00
-85.3000E-09,+4.9039063453674E+00,+4.8769531250000E+00
-85.1000E-09,+4.9039063453674E+00,+4.8789062500000E+00
-84.9000E-09,+4.9039063453674E+00,+4.8789062500000E+00
