x-axis,1,2,3
second,Volt,Volt,Volt
-366.7000E-06,+1.3964843750E+00,+146.4843750E-03,+4.9785156250E+00
-366.6000E-06,+1.4042968750E+00,+144.5312500E-03,+4.9804687500E+00
-366.5000E-06,+1.3964843750E+00,+142.5781250E-03,+4.9804687500E+00
-366.4000E-06,+1.3955078125E+00,+144.5312500E-03,+4.9804687500E+00
-366.3000E-06,+1.3994140625E+00,+144.5312500E-03,+4.9824218750E+00
-366.2000E-06,+1.3935546875E+00,+144.5312500E-03,+4.9804687500E+00
-366.1000E-06,+1.3916015625E+00,+142.5781250E-03,+4.9804687500E+00
-366.0000E-06,+1.3945312500E+00,+138.6718750E-03,+4.9804687500E+00
-365.9000E-06,+1.3906250000E+00,+150.3906250E-03,+4.9843750000E+00
-365.8000E-06,+1.3896484375E+00,+148.4375000E-03,+4.9765625000E+00
-365.7000E-06,+1.3896484375E+00,+146.4843750E-03,+4.9804687500E+00
-365.6000E-06,+1.3886718750E+00,+148.4375000E-03,+4.9804687500E+00
-365.5000E-06,+1.3945312500E+00,+144.5312500E-03,+4.9785156250E+00
-365.4000E-06,+1.3896484375E+00,+148.4375000E-03,+4.9765625000E+00
-365.3000E-06,+1.3876953125E+00,+148.4375000E-03,+4.9804687500E+00
-365.2000E-06,+1.3886718750E+00,+148.4375000E-03,+4.9804687500E+00
-365.1000E-06,+1.3886718750E+00,+148.4375000E-03,+4.9785156250E+00
-365.0000E-06,+1.3876953125E+00,+146.4843750E-03,+4.9687500000E+00
-364.9000E-06,+1.3808593750E+00,+142.5781250E-03,+4.9882812500E+00
-364.8000E-06,+1.3818359375E+00,+148.4375000E-03,+4.9824218750E+00
-364.7000E-06,+1.3808593750E+00,+148.4375000E-03,+4.9804687500E+00
-364.6000E-06,+1.3818359375E+00,+148.4375000E-03,+4.9824218750E+00
-364.5000E-06,+1.3798828125E+00,+152.3437500E-03,+4.9804687500E+00
-364.4000E-06,+1.3818359375E+00,+150.3906250E-03,+4.9902343750E+00
-364.3000E-06,+1.3769531250E+00,+146.4843750E-03,+4.9746093750E+00
-364.2000E-06,+1.3759765625E+00,+138.6718750E-03,+4.9804687500E+00
-364.1000E-06,+1.3789062500E+00,+144.5312500E-03,+4.9707031250E+00
-364.0000E-06,+1.3750000000E+00,+150.3906250E-03,+4.9824218750E+00
-363.9000E-06,+1.3750000000E+00,+144.5312500E-03,+4.9765625000E+00
-363.8000E-06,+1.3720703125E+00,+140.6250000E-03,+4.9804687500E+00
-363.7000E-06,+1.3779296875E+00,+148.4375000E-03,+4.9804687500E+00
-363.6000E-06,+1.3740234375E+00,+144.5312500E-03,+4.9804687500E+00
-363.5000E-06,+1.3730468750E+00,+152.3437500E-03,+4.9746093750E+00
-363.4000E-06,+1.3720703125E+00,+148.4375000E-03,+4.9804687500E+00
-363.3000E-06,+1.3662109375E+00,+148.4375000E-03,+4.9746093750E+00
-363.2000E-06,+1.3691406250E+00,+150.3906250E-03,+4.9785156250E+00
-363.1000E-06,+1.3652343750E+00,+144.5312500E-03,+4.9824218750E+00
-363.0000E-06,+1.3652343750E+00,+144.5312500E-03,+4.9882812500E+00
-362.9000E-06,+1.3652343750E+00,+144.5312500E-03,+4.9863281250E+00
-362.8000E-06,+1.3623046875E+00,+152.3437500E-03,+4.9843750000E+00
-362.7000E-06,+1.3613281250E+00,+142.5781250E-03,+4.9863281250E+00
-362.6000E-06,+1.3642578125E+00,+144.5312500E-03,+4.9824218750E+00
-362.5000E-06,+1.3603515625E+00,+146.4843750E-03,+4.9843750000E+00
-362.4000E-06,+1.3574218750E+00,+144.5312500E-03,+4.9804687500E+00
-362.3000E-06,+1.3593750000E+00,+150.3906250E-03,+4.9765625000E+00
-362.2000E-06,+1.3574218750E+00,+144.5312500E-03,+4.9785156250E+00
-362.1000E-06,+1.3574218750E+00,+142.5781250E-03,+4.9765625000E+00
-362.0000E-06,+1.3564453125E+00,+142.5781250E-03,+4.9570312500E+00
-361.9000E-06,+1.3525390625E+00,+144.5312500E-03,+4.9843750000E+00
-361.8000E-06,+1.3535156250E+00,+146.4843750E-03,+4.9746093750E+00
-361.7000E-06,+1.3535156250E+00,+144.5312500E-03,+4.9804687500E+00
-361.6000E-06,+1.3574218750E+00,+146.4843750E-03,+4.9882812500E+00
-361.5000E-06,+1.3486328125E+00,+148.4375000E-03,+4.9843750000E+00
-361.4000E-06,+1.3525390625E+00,+146.4843750E-03,+4.9941406250E+00
-361.3000E-06,+1.3535156250E+00,+144.5312500E-03,+5.0039062500E+00
-361.2000E-06,+1.3486328125E+00,+144.5312500E-03,+4.9765625000E+00
-361.1000E-06,+1.3496093750E+00,+150.3906250E-03,+4.9824218750E+00
-361.0000E-06,+1.3466796875E+00,+148.4375000E-03,+4.9648437500E+00
-360.9000E-06,+1.3427734375E+00,+144.5312500E-03,+4.9570312500E+00
-360.8000E-06,+1.3427734375E+00,+144.5312500E-03,+4.9707031250E+00
-360.7000E-06,+1.3457031250E+00,+148.4375000E-03,+4.9863281250E+00
-360.6000E-06,+1.3427734375E+00,+146.4843750E-03,+4.9941406250E+00
-360.5000E-06,+1.3486328125E+00,+148.4375000E-03,+5.0019531250E+00
-360.4000E-06,+1.3437500000E+00,+148.4375000E-03,+4.9921875000E+00
-360.3000E-06,+1.3447265625E+00,+144.5312500E-03,+4.9824218750E+00
-360.2000E-06,+1.3437500000E+00,+142.5781250E-03,+4.9707031250E+00
-360.1000E-06,+1.3388671875E+00,+148.4375000E-03,+4.9628906250E+00
-360.0000E-06,+1.3388671875E+00,+148.4375000E-03,+4.9687500000E+00
-359.9000E-06,+1.3417968750E+00,+150.3906250E-03,+4.9707031250E+00
-359.8000E-06,+1.3398437500E+00,+150.3906250E-03,+4.9765625000E+00
-359.7000E-06,+1.3369140625E+00,+148.4375000E-03,+4.9921875000E+00
-359.6000E-06,+1.3378906250E+00,+144.5312500E-03,+4.9863281250E+00
-359.5000E-06,+1.3330078125E+00,+148.4375000E-03,+4.9843750000E+00
-359.4000E-06,+1.3320312500E+00,+152.3437500E-03,+4.9804687500E+00
-359.3000E-06,+1.3330078125E+00,+146.4843750E-03,+4.9824218750E+00
-359.2000E-06,+1.3320312500E+00,+150.3906250E-03,+4.9785156250E+00
-359.1000E-06,+1.3320312500E+00,+142.5781250E-03,+4.9785156250E+00
-359.0000E-06,+1.3300781250E+00,+146.4843750E-03,+4.9921875000E+00
-358.9000E-06,+1.3320312500E+00,+146.4843750E-03,+4.9921875000E+00
-358.8000E-06,+1.3300781250E+00,+144.5312500E-03,+4.9902343750E+00
-358.7000E-06,+1.3291015625E+00,+146.4843750E-03,+4.9824218750E+00
-358.6000E-06,+1.3242187500E+00,+144.5312500E-03,+4.9824218750E+00
-358.5000E-06,+1.3251953125E+00,+146.4843750E-03,+4.9785156250E+00
-358.4000E-06,+1.3251953125E+00,+144.5312500E-03,+4.9746093750E+00
-358.3000E-06,+1.3222656250E+00,+140.6250000E-03,+4.9746093750E+00
-358.2000E-06,+1.3212890625E+00,+146.4843750E-03,+4.9785156250E+00
-358.1000E-06,+1.3222656250E+00,+142.5781250E-03,+4.9785156250E+00
-358.0000E-06,+1.3183593750E+00,+142.5781250E-03,+4.9785156250E+00
-357.9000E-06,+1.3173828125E+00,+146.4843750E-03,+4.9785156250E+00
-357.8000E-06,+1.3144531250E+00,+146.4843750E-03,+4.9746093750E+00
-357.7000E-06,+1.3164062500E+00,+148.4375000E-03,+4.9804687500E+00
-357.6000E-06,+1.3164062500E+00,+150.3906250E-03,+4.9824218750E+00
-357.5000E-06,+1.3164062500E+00,+150.3906250E-03,+4.9804687500E+00
-357.4000E-06,+1.3154296875E+00,+144.5312500E-03,+4.9843750000E+00
-357.3000E-06,+1.3144531250E+00,+142.5781250E-03,+4.9824218750E+00
-357.2000E-06,+1.3125000000E+00,+148.4375000E-03,+4.9863281250E+00
-357.1000E-06,+1.3066406250E+00,+154.2968750E-03,+4.9863281250E+00
-357.0000E-06,+1.3095703125E+00,+146.4843750E-03,+4.9941406250E+00
-356.9000E-06,+1.2968750000E+00,+140.6250000E-03,+4.8964843750E+00
-356.8000E-06,+1.2890625000E+00,+136.7187500E-03,+4.8417968750E+00
-356.7000E-06,+1.3105468750E+00,+154.2968750E-03,+5.1035156250E+00
-356.6000E-06,+1.3056640625E+00,+150.3906250E-03,+4.9941406250E+00
-356.5000E-06,+1.3115234375E+00,+150.3906250E-03,+5.0703125000E+00
-356.4000E-06,+1.3164062500E+00,+150.3906250E-03,+5.0488281250E+00
-356.3000E-06,+1.3066406250E+00,+152.3437500E-03,+4.9628906250E+00
-356.2000E-06,+1.3076171875E+00,+148.4375000E-03,+4.9765625000E+00
-356.1000E-06,+1.3017578125E+00,+142.5781250E-03,+4.9316406250E+00
-356.0000E-06,+1.2998046875E+00,+148.4375000E-03,+4.9082031250E+00
-355.9000E-06,+1.3076171875E+00,+152.3437500E-03,+4.9941406250E+00
-355.8000E-06,+1.3105468750E+00,+140.6250000E-03,+5.0488281250E+00
-355.7000E-06,+1.3085937500E+00,+154.2968750E-03,+5.0058593750E+00
